actor_id,actor_name,drama_name,character_name,role
9af0aaf1-102b-4b4c-babd-cdbb91fd61f7,Kim Sung Kyun,Untouchable,Jang Ki Seo,Main Role
ae6f79e3-a94e-492d-8d75-6eb797accd72,Son Suk Ku,D.P. Season 2,Im Ji Sup,Main Role
ae6f79e3-a94e-492d-8d75-6eb797accd72,Son Suk Ku,Big Bet Season 2,Oh Seung Hoon,Main Role
ae6f79e3-a94e-492d-8d75-6eb797accd72,Son Suk Ku,Big Bet,Oh Seung Hoon,Main Role
ae6f79e3-a94e-492d-8d75-6eb797accd72,Son Suk Ku,My Liberation Notes,Mr. Gu,Main Role
ae6f79e3-a94e-492d-8d75-6eb797accd72,Son Suk Ku,D.P.,Im Ji Sup,Main Role
ae6f79e3-a94e-492d-8d75-6eb797accd72,Son Suk Ku,Designated Survivor: 60 Days,Cha Young Jin,Main Role
ae6f79e3-a94e-492d-8d75-6eb797accd72,Son Suk Ku,Matrimonial Chaos,Lee Jang Hyun,Main Role
b9c2fd2a-86a8-40c6-86c5-0d0b12397dd1,Kim Ji Hyun,D.P. Season 2,Seo Eun,Support Role
b9c2fd2a-86a8-40c6-86c5-0d0b12397dd1,Kim Ji Hyun,Thirty-Nine,Jang Joo Hee,Main Role
2cc4c1b9-5bb7-45f2-8ee2-390add913688,Ji Jin Hee,D.P. Season 2,Goo Ja Woon,Support Role
2cc4c1b9-5bb7-45f2-8ee2-390add913688,Ji Jin Hee,The Road: The Tragedy of One,Baek Soo Hyun,Main Role
2cc4c1b9-5bb7-45f2-8ee2-390add913688,Ji Jin Hee,Undercover,Han Jung Hyun [Present],Main Role
2cc4c1b9-5bb7-45f2-8ee2-390add913688,Ji Jin Hee,Designated Survivor: 60 Days,Park Moo Jin,Main Role
2cc4c1b9-5bb7-45f2-8ee2-390add913688,Ji Jin Hee,Misty,Kang Tae Wook,Main Role
2cc4c1b9-5bb7-45f2-8ee2-390add913688,Ji Jin Hee,Second to Last Love,Ko Sang Shik,Main Role
2cc4c1b9-5bb7-45f2-8ee2-390add913688,Ji Jin Hee,I Have a Lover,Choi Jin Eon,Main Role
2cc4c1b9-5bb7-45f2-8ee2-390add913688,Ji Jin Hee,Blood,Surgeon Lee Jae Wook,Main Role
f296027f-a20b-467d-b2f2-73cc6e133585,Lee Sung Min,Shadow Detective Season 2,Kim Taek Rok,Main Role
f296027f-a20b-467d-b2f2-73cc6e133585,Lee Sung Min,Reborn Rich,Jin Yang Cheol,Main Role
f296027f-a20b-467d-b2f2-73cc6e133585,Lee Sung Min,Shadow Detective,Kim Taek Rok,Main Role
f296027f-a20b-467d-b2f2-73cc6e133585,Lee Sung Min,Juvenile Justice,Kang Won Joong,Main Role
f296027f-a20b-467d-b2f2-73cc6e133585,Lee Sung Min,Money Game,Heo Jae,Main Role
f296027f-a20b-467d-b2f2-73cc6e133585,Lee Sung Min,Memory,Park Tae Suk,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Shadow Detective Season 2,Choi Do Hyung,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Yonder,"""Doctor K""",Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,May It Please the Court,Jang Gi Do,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Bulgasal: Immortal Souls,Kwon Ho Yeol | Dan Geuk [Dan Sol's father] | [Warlord],Support Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Police University,Kang Sun Ho,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,My Unfamiliar Family,Kim Sang Shik,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,My First First Love Season 2,Seo Do Hyun,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Chief of Staff,Lee Sung Min,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,My First First Love,Seo Do Hyun,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Wind-Bell,Daniel / Lee Geon Woo,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Sketch,Jang Tae Joon,Support Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Love in the Moonlight,Kim Yoon Sung,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Love Detective Sherlock K,Geum Kang San,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Glamorous Temptation,Kang Seok Hyun,Main Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,Warm and Cozy,Jung Pung San,Support Role
e9d9aa90-c789-409a-ab2d-4d6a9e1db861,Jung Jin Young,"Persevere, Goo Hae Ra",Kang Se Chan / Ray,Main Role
debf2d2e-7a67-48b0-b8d3-b6e45068ef95,Kyung Soo Jin,Shadow Detective Season 2,Lee Sung Ah,Main Role
debf2d2e-7a67-48b0-b8d3-b6e45068ef95,Kyung Soo Jin,Shadow Detective,Lee Sung A,Main Role
debf2d2e-7a67-48b0-b8d3-b6e45068ef95,Kyung Soo Jin,Mouse,Choi Hong Joo,Main Role
debf2d2e-7a67-48b0-b8d3-b6e45068ef95,Kyung Soo Jin,Train,Han Seo Kyung,Main Role
debf2d2e-7a67-48b0-b8d3-b6e45068ef95,Kyung Soo Jin,Joseon Survival,Lee Hye Jin,Main Role
debf2d2e-7a67-48b0-b8d3-b6e45068ef95,Kyung Soo Jin,Meloholic,Han Ye Ri / Han Joo Ri,Main Role
debf2d2e-7a67-48b0-b8d3-b6e45068ef95,Kyung Soo Jin,Weightlifting Fairy Kim Bok Joo,Song Shi Ho,Main Role
debf2d2e-7a67-48b0-b8d3-b6e45068ef95,Kyung Soo Jin,House of Bluebird,Kang Yeong Joo,Main Role
d60d263e-f39e-47e2-8cb2-dd0151a2a061,Lee Hak Joo,Shadow Detective Season 2,Son Kyung Chan,Main Role
d60d263e-f39e-47e2-8cb2-dd0151a2a061,Lee Hak Joo,Shadow Detective,Son Kyung Chan,Main Role
d60d263e-f39e-47e2-8cb2-dd0151a2a061,Lee Hak Joo,Artificial City,Han Dong Min,Main Role
d60d263e-f39e-47e2-8cb2-dd0151a2a061,Lee Hak Joo,Political Fever,Kim Soo Jin,Main Role
d60d263e-f39e-47e2-8cb2-dd0151a2a061,Lee Hak Joo,My Name,Jung Tae Joo,Support Role
d60d263e-f39e-47e2-8cb2-dd0151a2a061,Lee Hak Joo,Sweet Munchies,Kang Tae Wan,Main Role
d60d263e-f39e-47e2-8cb2-dd0151a2a061,Lee Hak Joo,Justice,Ma Dong Hyuk [Detective],Support Role
d60d263e-f39e-47e2-8cb2-dd0151a2a061,Lee Hak Joo,Tong: Memories,Lee Jeong Woo,Main Role
d7738979-662d-45fc-b694-0855f5edb53c,Kim Shin Rok,Shadow Detective Season 2,Yeon Joo Hyeon,Main Role
d7738979-662d-45fc-b694-0855f5edb53c,Kim Shin Rok,One Ordinary Day,Ahn Tae Hee [Elite prosecutor],Support Role
d7738979-662d-45fc-b694-0855f5edb53c,Kim Shin Rok,Beyond Evil,Oh Ji Hwa,Main Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,Shadow Detective Season 2,Lee Young Ho	,Support Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,WATCHER,Park Jin Woo [Deputy commissioner],Support Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,Big Issue,Han Seok Joo,Main Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,The Sound of Your Heart: Reboot Season 2,[Jo Suk's father],Support Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,The Sound of Your Heart: Reboot,[Jo Suk's father],Support Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,Partners for Justice,Park Joong Ho,Support Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,Bad Guys: City of Evil,Heo Il Hoo,Main Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,Woman with a Suitcase,Ham Bok Geo,Main Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,Cheo Yong Season 2,Kang Gi Young,Support Role
72ef270a-e6e6-47ff-b55d-6019462f034d,Joo Jin Mo,My Love Eun Dong,Ji Eun Ho / Park Hyun Soo,Main Role
f3e3fdc4-dee6-482f-b3f4-362e46970e56,Baek Hyo Won,To Be Honest,Song Na Eun,Main Role
8ee94faf-4abf-466c-8d72-a9219d8deb22,Park Gyu Young,Celebrity,Seo Ah Ri,Main Role
8ee94faf-4abf-466c-8d72-a9219d8deb22,Park Gyu Young,Dali and the Cocky Prince,Kim Da Li,Main Role
8ee94faf-4abf-466c-8d72-a9219d8deb22,Park Gyu Young,The Devil Judge,Yoon Soo Hyun,Main Role
8ee94faf-4abf-466c-8d72-a9219d8deb22,Park Gyu Young,It's Okay to Not Be Okay,Nam Joo Ri [Nurse and Gang Tae's co-worker],Support Role
8ee94faf-4abf-466c-8d72-a9219d8deb22,Park Gyu Young,Miss Independent Ji Eun,Kim Ji Eun,Main Role
57846ec6-f628-45e3-b26e-d9d1d1c3aafc,Kang Min Hyuk,Celebrity,Han Joon Kyung,Main Role
57846ec6-f628-45e3-b26e-d9d1d1c3aafc,Kang Min Hyuk,Oh My Ladylord,Jung Yu Jin,Main Role
57846ec6-f628-45e3-b26e-d9d1d1c3aafc,Kang Min Hyuk,How to Be Thirty,Lee Seung Yoo,Main Role
57846ec6-f628-45e3-b26e-d9d1d1c3aafc,Kang Min Hyuk,Hospital Ship,Kwak Hyun,Main Role
57846ec6-f628-45e3-b26e-d9d1d1c3aafc,Kang Min Hyuk,Entertainer,Jo Ha Neul,Main Role
049fd62e-efd5-4a8f-8524-0771bb5eca08,Lee Chung Ah,Celebrity,Yoon Shi Hyun,Main Role
049fd62e-efd5-4a8f-8524-0771bb5eca08,Lee Chung Ah,Awaken,Jamie Leighton,Main Role
049fd62e-efd5-4a8f-8524-0771bb5eca08,Lee Chung Ah,V.I.P,Lee Hyun Ah,Main Role
049fd62e-efd5-4a8f-8524-0771bb5eca08,Lee Chung Ah,Sweet and Salty Office,Do Eun Soo,Main Role
049fd62e-efd5-4a8f-8524-0771bb5eca08,Lee Chung Ah,The Best Moment To Quit Your Job,Sun Hee,Main Role
049fd62e-efd5-4a8f-8524-0771bb5eca08,Lee Chung Ah,Lucky Romance,Han Sul Hee / Amy,Main Role
049fd62e-efd5-4a8f-8524-0771bb5eca08,Lee Chung Ah,Vampire Detective,Yo Na,Support Role
049fd62e-efd5-4a8f-8524-0771bb5eca08,Lee Chung Ah,Riders: Catch Tomorrow,Yoon So Dam,Main Role
c3e270a9-351a-480d-830c-722bf9e7eb87,Lee Dong Gun,Celebrity,Jin Tae Jeon,Main Role
c3e270a9-351a-480d-830c-722bf9e7eb87,Lee Dong Gun,Leverage,Lee Tae Joon,Main Role
c3e270a9-351a-480d-830c-722bf9e7eb87,Lee Dong Gun,Angel's Last Mission: Love,Ji Kang Woo,Main Role
c3e270a9-351a-480d-830c-722bf9e7eb87,Lee Dong Gun,Where Stars Land,Seo In Woo,Main Role
c3e270a9-351a-480d-830c-722bf9e7eb87,Lee Dong Gun,Sketch,Kim Do Jin,Support Role
c3e270a9-351a-480d-830c-722bf9e7eb87,Lee Dong Gun,Queen for Seven Days,Yi Yoong / King Yeonsangun,Main Role
c3e270a9-351a-480d-830c-722bf9e7eb87,Lee Dong Gun,The Gentlemen of Wolgyesu Tailor Shop,Lee Dong Jin,Main Role
c3e270a9-351a-480d-830c-722bf9e7eb87,Lee Dong Gun,Super Daddy Yeol,Han Yeol,Main Role
2623c19a-fc38-4b2e-a167-2a89f63cd302,Jeon Hyo Sung,Celebrity,Oh Min Hye,Main Role
2623c19a-fc38-4b2e-a167-2a89f63cd302,Jeon Hyo Sung,Memorist,Kang Ji Eun,Support Role
2623c19a-fc38-4b2e-a167-2a89f63cd302,Jeon Hyo Sung,The Pure Memories of My Heart,Han Seo Rin,Main Role
2623c19a-fc38-4b2e-a167-2a89f63cd302,Jeon Hyo Sung,Introverted Boss,Kim Gyo Ri,Support Role
2623c19a-fc38-4b2e-a167-2a89f63cd302,Jeon Hyo Sung,Cheo Yong Season 2,Han Na Young,Main Role
11b5153b-1328-43af-9331-2dd66dcf0706,Han Jae In,Celebrity,Jin Chae Hee [Influencer],Support Role
02d5fb02-9775-4e54-a01d-64d2fbcb0b0e,Choi Da Hye,Blue Temperature,Soo Ah,Main Role
fe6a9a1a-46cc-4d06-881e-176320a196e5,Cho Han Gyeol,Blue Temperature,Soo Hyuk,Main Role
fe6a9a1a-46cc-4d06-881e-176320a196e5,Cho Han Gyeol,Love Mate,Jeong Ha Ram,Main Role
fe6a9a1a-46cc-4d06-881e-176320a196e5,Cho Han Gyeol,Let Me Off the Earth,Cho Han Gyeol,Main Role
d1a63dae-02b1-4f37-96db-a1623c713493,Kim Myung Soo,Numbers,Jang Ho Woo,Main Role
d1a63dae-02b1-4f37-96db-a1623c713493,Kim Myung Soo,"The King of Tears, Lee Bang Won",Lee Bang Gwa / King Jeongjong,Support Role
d1a63dae-02b1-4f37-96db-a1623c713493,Kim Myung Soo,Secret Royal Inspector,Sung Yi Gyum,Main Role
d1a63dae-02b1-4f37-96db-a1623c713493,Kim Myung Soo,"Meow, the Secret Boy",Hong Jo,Main Role
d1a63dae-02b1-4f37-96db-a1623c713493,Kim Myung Soo,Angel's Last Mission: Love,Kim Dan / Yoo Seong  Woo,Main Role
d1a63dae-02b1-4f37-96db-a1623c713493,Kim Myung Soo,Miss Hammurabi,Im Ba Reun,Main Role
d1a63dae-02b1-4f37-96db-a1623c713493,Kim Myung Soo,The Emperor: Owner of the Mask,Commoner Lee Sun,Main Role
d1a63dae-02b1-4f37-96db-a1623c713493,Kim Myung Soo,One More Time,Yoo Tan,Main Role
d1a63dae-02b1-4f37-96db-a1623c713493,Kim Myung Soo,TV Novel: My Mind’s Flower Rain,Park Min Kyu,Support Role
7ac5ded3-c8ee-4174-aaf5-1f5b7cab0658,Choi Jin Hyuk,Numbers,Han Seung Jo,Main Role
7ac5ded3-c8ee-4174-aaf5-1f5b7cab0658,Choi Jin Hyuk,Focus to You 3,Hui Mang,Main Role
7ac5ded3-c8ee-4174-aaf5-1f5b7cab0658,Choi Jin Hyuk,Focus to You 2,Hui Mang (Ep. 6),Guest Role
7ac5ded3-c8ee-4174-aaf5-1f5b7cab0658,Choi Jin Hyuk,Zombie Detective,Kim Moo Young / Kang Min Ho,Main Role
7ac5ded3-c8ee-4174-aaf5-1f5b7cab0658,Choi Jin Hyuk,Rugal,Kang Ki Beom,Main Role
7ac5ded3-c8ee-4174-aaf5-1f5b7cab0658,Choi Jin Hyuk,Justice,Lee Tae Kyung,Main Role
7ac5ded3-c8ee-4174-aaf5-1f5b7cab0658,Choi Jin Hyuk,The Last Empress,Na Wang Shik / Chun Woo Bin,Main Role
7ac5ded3-c8ee-4174-aaf5-1f5b7cab0658,Choi Jin Hyuk,Devilish Joy,Gong Ma Sung,Main Role
7ac5ded3-c8ee-4174-aaf5-1f5b7cab0658,Choi Jin Hyuk,Tunnel,Park Kwang Ho,Main Role
5fce0bd4-e355-49ee-8fdd-fc8ecd5d113d,Choi Min Soo,Numbers,Han Je Kyun,Main Role
5fce0bd4-e355-49ee-8fdd-fc8ecd5d113d,Choi Min Soo,Extracurricular,Lee Wang Cheol [Ji Soo's muscleman],Support Role
5fce0bd4-e355-49ee-8fdd-fc8ecd5d113d,Choi Min Soo,Love as You Taste,Cha Won Du,Main Role
5fce0bd4-e355-49ee-8fdd-fc8ecd5d113d,Choi Min Soo,SURF 101: Intro to Romance,Jung Woo,Main Role
5fce0bd4-e355-49ee-8fdd-fc8ecd5d113d,Choi Min Soo,Lawless Lawyer,Ahn Oh Joo,Main Role
5fce0bd4-e355-49ee-8fdd-fc8ecd5d113d,Choi Min Soo,Man Who Dies to Live,Count Saeed Fahd Ali / Jang Dal Koo,Main Role
5fce0bd4-e355-49ee-8fdd-fc8ecd5d113d,Choi Min Soo,The Royal Gambler,King Suk Jong,Main Role
8b7e5167-cd28-4ef7-a9d6-dde39d5f96a1,Yeonwoo,Numbers,Jin Yeon Ah,Main Role
8b7e5167-cd28-4ef7-a9d6-dde39d5f96a1,Yeonwoo,The Golden Spoon,Oh Yu Jin,Main Role
8b7e5167-cd28-4ef7-a9d6-dde39d5f96a1,Yeonwoo,Dali and the Cocky Prince,Ahn Chak Hee,Main Role
8b7e5167-cd28-4ef7-a9d6-dde39d5f96a1,Yeonwoo,"Cheat On Me, if You Can",Go Mi Rae,Main Role
8b7e5167-cd28-4ef7-a9d6-dde39d5f96a1,Yeonwoo,Live On,Kang Jae Yi,Main Role
8b7e5167-cd28-4ef7-a9d6-dde39d5f96a1,Yeonwoo,Happy Talk Season 2,Yun Woo,Main Role
e7799aad-0e11-4564-be26-4b8b0d3a761e,Kim Yoo Ri,Numbers,Jang Ji Soo / Joyce Jang,Main Role
e7799aad-0e11-4564-be26-4b8b0d3a761e,Kim Yoo Ri,Discipline Z: Vampire,Yu Ri,Main Role
e7799aad-0e11-4564-be26-4b8b0d3a761e,Kim Yoo Ri,Item,Han Yoo Na,Main Role
e7799aad-0e11-4564-be26-4b8b0d3a761e,Kim Yoo Ri,My Love Eun Dong,Jo Se Ryung,Support Role
e7799aad-0e11-4564-be26-4b8b0d3a761e,Kim Yoo Ri,"Kill Me, Heal Me",Han Chae Yun,Main Role
f5a03f1d-3194-40bf-8f85-1a1b77c08bc4,Lee Sung Yeol,Numbers,Shim Hyung Woo [Director- level Accountant ],Support Role
f5a03f1d-3194-40bf-8f85-1a1b77c08bc4,Lee Sung Yeol,Time of Memory,Jung Woo Jin,Main Role
f5a03f1d-3194-40bf-8f85-1a1b77c08bc4,Lee Sung Yeol,Love Returns,Hong Seok Pyo,Main Role
ab8fa859-58ed-40d5-bdae-7fd4cb4d43bc,Kim Tae Ri,Revenant,Ku San Young,Main Role
ab8fa859-58ed-40d5-bdae-7fd4cb4d43bc,Kim Tae Ri,Twenty-Five Twenty-One,Na Hee Do,Main Role
ab8fa859-58ed-40d5-bdae-7fd4cb4d43bc,Kim Tae Ri,Mr. Sunshine,Go Ae Sin,Main Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,Revenant,Yeom Hae Sang,Main Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,Uncle,Wang Joon Hyuk,Main Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,Jirisan,Jung Goo Young,Support Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,The Good Detective,Oh Jong Tae,Main Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,It's Okay to Not Be Okay,Moon Sang Tae,Main Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,Hot Stove League,Kwon Kyung Min,Main Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,When the Camellia Blooms,Noh Gyu Tae [Dong Baek's landlord],Support Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,Touch Your Heart,Yun Joon kyu ['Always' law firm CEO],Support Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,Missing 9,Jung Gi Joon,Support Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,Vampire Detective,Yong Goo Hyung,Main Role
b470d43f-4f3d-45de-b875-c9481b2101f4,Oh Jung Se,The Lover,{Room 609} Oh Do Shi,Main Role
315a1c29-85cc-45f0-9fbd-6bfeb6669a5f,Hong Kyung,Revenant,Lee Hong Sae,Main Role
315a1c29-85cc-45f0-9fbd-6bfeb6669a5f,Hong Kyung,Weak Hero Class 1,Oh Beom Seok / Bryce Oh,Main Role
315a1c29-85cc-45f0-9fbd-6bfeb6669a5f,Hong Kyung,D.P.,Ryu Yi Kang,Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,Revenant,Yoon Kyeong Moon [San Young's mother],Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,I Have Not Done My Best Yet,Bong Yeon Ja,Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,The Red Sleeve,Head Court Lady Jo,Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,Lost,Jung Ah Ran,Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,Real:Time:Love Season 4,Kim Ih Ji,Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,When I Was the Most Beautiful,Kim Yeon Ja [Hwan & Jin's mother],Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,Real:Time:Love Season 3,Kim Ih Ji,Main Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,Real:Time:Love Season 2,Kim Ih Ji,Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,Doctor Detective,Gong Il Soon [Director of the Center for Unidentified Diseases],Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,Wok of Love,Chae Seol Ja,Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,Save Me,Kang Eun Shil [Goosunwon's apostle],Support Role
092dd2f5-8b1a-4d92-9cb7-86120cc1f327,Park Ji Young,Jealousy Incarnate,Bang Ja Yeong,Support Role
3a5a029f-a04c-44d3-9d30-238395375209,Yang Hye Ji,Revenant,Baek Se Mi [San Young's friend],Support Role
3a5a029f-a04c-44d3-9d30-238395375209,Yang Hye Ji,"Nevertheless,",Oh Bit Na,Main Role
3a5a029f-a04c-44d3-9d30-238395375209,Yang Hye Ji,Live On,Ji So Hyun,Main Role
3a5a029f-a04c-44d3-9d30-238395375209,Yang Hye Ji,Failing in Love,Lee Shi Won,Main Role
3a5a029f-a04c-44d3-9d30-238395375209,Yang Hye Ji,Secret Crushes: Special Edition,Yang Hye Ji,Main Role
3a5a029f-a04c-44d3-9d30-238395375209,Yang Hye Ji,Secret Crushes Season 3,Yang Hye Ji,Main Role
3a5a029f-a04c-44d3-9d30-238395375209,Yang Hye Ji,Secret Crushes Season 2,Yang Hye Ji ,Main Role
8c4df3dc-a934-4a65-be9e-d07bb03ec5e1,Jin Seon Kyu,Revenant,Ku Kang Mo [San Young's father],Support Role
8c4df3dc-a934-4a65-be9e-d07bb03ec5e1,Jin Seon Kyu,Bargain,Noh Hyung Soo,Main Role
8c4df3dc-a934-4a65-be9e-d07bb03ec5e1,Jin Seon Kyu,Through the Darkness,Kook Young Soo,Main Role
c8f3eec7-cfc3-4d20-bed5-07910bdfec13,Ryu Hye Young,Adult Kids,Baek Han Ah,Main Role
c8f3eec7-cfc3-4d20-bed5-07910bdfec13,Ryu Hye Young,Law School,Kang Sol [A] | Kang Dan,Main Role
c8f3eec7-cfc3-4d20-bed5-07910bdfec13,Ryu Hye Young,Dear My Room,Shim Eun Joo,Main Role
98e250a0-2245-4787-8e99-b0cdb07ba724,Yoon Sang Jung,Adult Kids,Min Yoon Chae,Main Role
98e250a0-2245-4787-8e99-b0cdb07ba724,Yoon Sang Jung,Artist Disappearance Case,Lee Yu Ri,Main Role
